"5096"	[2524384170000000000, "2018-08-01"]
"5523"	[500000000000000000, "2018-08-01"]
"2406"	[25655064459489466000, "2017-12-01"]
"4632"	[11258355000000000, "2018-06-01"]
"3642"	[21735611910000000000, "2018-05-01"]
"4538"	[2771731430000000000, "2018-06-01"]
"4421"	[8190000000000000000, "2018-06-01"]
"2237"	[7000000000000000000, "2017-09-01"]
"4502"	[21578699360000000000, "2018-07-01"]
"2854"	[6689000000000000000, "2018-02-01"]
"3489"	[6526449374777777777, "2018-04-01"]
"5834"	[505000000000000000, "2018-09-01"]
"6341"	[305000000000000000, "2019-01-01"]
"2433"	[22084793019617481229, "2018-06-01"]
"5660"	[500010000000000000, "2018-09-01"]
"3367"	[38961000000000000000, "2018-04-01"]
"5299"	[1015000000000000000, "2018-08-01"]
"4297"	[4664019390000000000, "2018-07-01"]
"5497"	[495000000000000000, "2018-08-01"]
"3060"	[36752172320000000000, "2018-03-01"]
"6087"	[1000000000000000000, "2018-11-01"]
"2369"	[15000000000000000000, "2017-10-01"]
"4421"	[3139220850000000000, "2018-06-01"]
"4399"	[50000000000000, "2018-06-01"]
"5773"	[350000000000000000, "2018-10-01"]
"4944"	[5253157320000000000, "2018-07-01"]
"2458"	[1000000000000000000, "2017-11-01"]
"6377"	[2144966880000000000, "2019-01-01"]
"4526"	[555972880000000000, "2018-07-01"]
"5397"	[15334511560000000000, "2018-12-01"]
"5780"	[4682906600000000000, "2018-09-01"]
"6289"	[11711245590000000000, "2019-01-01"]
"6671"	[366124862200000000, "2019-05-01"]
"4869"	[4370706393000000000, "2018-07-01"]
"3382"	[4989505650000000000, "2018-04-01"]
"4561"	[14652437396000000000, "2018-07-01"]
"5399"	[1000000000000000000, "2018-08-01"]
"4293"	[11582161860000000000, "2018-06-01"]
"4968"	[16420088040000000000, "2018-07-01"]
"4266"	[20672304768000000000, "2018-06-01"]
"6558"	[1090000000000000000, "2019-03-01"]
"5041"	[11380443360000000000, "2018-08-01"]
"3657"	[1315308020000000000, "2018-05-01"]
"6459"	[13814539222328862564, "2019-03-01"]
"3188"	[549912140000000000, "2018-04-01"]
"6806"	[17044333932513125000, "2019-06-01"]
"2917"	[51125900990000000128, "2018-02-01"]
"4894"	[1023530470000000000, "2018-07-01"]
"4452"	[25535440948512499700, "2018-06-01"]
"5354"	[70000000000000000, "2018-08-01"]
"3964"	[15429034480000000000, "2018-04-01"]
"3482"	[37111524920000000012, "2018-04-01"]
"4413"	[143879949763297910849, "2019-06-01"]
"4528"	[210000000000000, "2018-08-01"]
"4269"	[2649465000000000000, "2018-06-01"]
"5778"	[500000000000000000, "2018-09-01"]
"2540"	[28073041890000000000, "2017-12-01"]
"3910"	[2803929230000000000, "2018-05-01"]
"4004"	[4210979651991485280, "2018-06-01"]
"2359"	[210188266728000000000, "2017-10-01"]
"3385"	[13931501800000000000, "2018-04-01"]
"5091"	[2695142150000000000, "2018-07-01"]
"2958"	[310000000000000000, "2018-02-01"]
"4682"	[2238605114000000000, "2018-07-01"]
"6811"	[11146440260000000000, "2019-06-01"]
"4359"	[21071648640000000000, "2018-06-01"]
"2645"	[36669664048000000000, "2018-01-01"]
"6546"	[140797114880722339825, "2019-05-01"]
"5623"	[500000000000000000, "2018-09-01"]
"3853"	[37261589250000000000, "2018-05-01"]
"4278"	[1967955790000000000, "2018-06-01"]
"4921"	[2600000000000000000, "2018-07-01"]
"4766"	[32152202541987653318, "2018-07-01"]
"5558"	[2695374410000000000, "2018-07-01"]
"6173"	[500000000000000000, "2018-11-01"]
